title,release_date,rating,vote_count,posetr url,genres,runtime,homepage,original_language,status,watch on,watch link
Knight and Day,15-06-2010,5.9,1547,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",109,http://www.knightanddaymovie.com,en,Released,,
Oblivion,10-04-2013,6.4,4800,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",124,https://www.uphe.com/movies/oblivion,en,Released,,
Star Wars: Episode III - Revenge of the Sith,17-05-2005,7.1,4116,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",140,http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,en,Released,,
Star Wars: Episode II - Attack of the Clones,15-05-2002,6.4,3992,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",142,http://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,en,Released,,
"Monsters, Inc.",01-11-2001,7.5,5996,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",92,http://movies.disney.com/monsters-inc,en,Released,,
The Wolverine,23-07-2013,6.3,4053,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",126,http://www.thewolverinemovie.com,en,Released,,
Star Wars: Episode I - The Phantom Menace,19-05-1999,6.3,4432,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",136,http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,en,Released,,
The Croods,20-03-2013,6.8,2399,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",98,http://www.thecroodsmovie.com/,en,Released,,
Asterix at the Olympic Games,13-01-2008,5,471,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",116,http://www.asterixauxjeuxolympiques.com/index.php,fr,Released,,
Windtalkers,14-06-2002,5.8,341,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",134,,en,Released,,
The Huntsman: Winter's War,06-04-2016,6,1523,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",114,http://www.thehuntsmanmovie.com/,en,Released,,
Teenage Mutant Ninja Turtles,07-08-2014,5.8,2636,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",101,http://www.teenagemutantninjaturtlesmovie.com,en,Released,,
Gravity,27-09-2013,7.3,5751,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",91,http://gravitymovie.warnerbros.com/,en,Released,,
Dante's Peak,07-02-1997,5.7,428,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",108,,en,Released,,
Teenage Mutant Ninja Turtles: Out of the Shadows,01-06-2016,5.8,963,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",112,http://www.teenagemutantninjaturtlesmovie.com/,en,Released,,
Fantastic Four,05-08-2015,4.4,2278,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",100,http://www.fantasticfourmovie.com/,en,Released,,
Night at the Museum,20-10-2006,6.3,2862,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",108,,en,Released,,
San Andreas,27-05-2015,6,2968,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",114,http://www.sanandreasmovie.com/,en,Released,,
Tomorrow Never Dies,11-12-1997,6,925,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",119,http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/,en,Released,,
The Patriot,28-06-2000,6.8,1099,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",165,,en,Released,,
Ocean's Twelve,09-12-2004,6.4,2124,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",125,http://oceans12.warnerbros.com/,en,Released,,
Mr. & Mrs. Smith,07-06-2005,6.5,2965,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",120,,en,Released,,
Insurgent,18-03-2015,6.2,3829,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",119,http://www.thedivergentseries.movie/#insurgent,en,Released,,
The Aviator,17-12-2004,7,1489,,"[{""id"": 18, ""name"": ""Drama""}]",170,,en,Released,,
Gulliver's Travels,25-12-2010,4.9,621,,"[{""id"": 35, ""name"": ""Comedy""}]",85,,en,Released,,
The Green Hornet,12-01-2011,5.5,1251,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}]",119,http://www.sonypictures.com/movies/thegreenhornet/,en,Released,,
300: Rise of an Empire,05-03-2014,6.1,2397,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}]",102,http://www.300themovie.com/,en,Released,,
The Smurfs,29-07-2011,5.5,1179,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",103,http://www.smurfhappens.com/,en,Released,,
Home on the Range,02-04-2004,5.7,389,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",76,http://movies.disney.com/home-on-the-range,en,Released,,
Allegiant,09-03-2016,5.9,1998,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",121,http://www.thedivergentseries.movie/#allegiant,en,Released,,
Real Steel,28-09-2011,6.6,2692,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",127,http://www.steelgetsreal.com/,en,Released,,
The Smurfs 2,30-07-2013,5.5,695,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",105,http://smurfhappens.com,en,Released,,
Speed 2: Cruise Control,13-06-1997,4.1,434,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",121,,en,Released,,
Ender's Game,23-10-2013,6.6,2303,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",114,http://www.if-sentinel.com/,en,Released,,
Live Free or Die Hard,20-06-2007,6.4,2089,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",128,,en,Released,,
The Lord of the Rings: The Fellowship of the Ring,18-12-2001,8,8705,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",178,http://www.lordoftherings.net/,en,Released,,
Around the World in 80 Days,16-06-2004,5.7,672,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",120,,en,Released,,
Ali,11-12-2001,6.7,447,,"[{""id"": 18, ""name"": ""Drama""}]",157,,en,Released,,
The Cat in the Hat,21-11-2003,4.9,366,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",82,,en,Released,,
"I, Robot",15-07-2004,6.7,3793,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",115,,en,Released,,
Kingdom of Heaven,03-05-2005,6.6,1157,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",144,http://www.kingdomofheavendvd.com/,en,Released,,
Stuart Little,17-12-1999,5.8,959,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",84,,en,Released,,
The Princess and the Frog,08-12-2009,6.7,1247,,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10402, ""name"": ""Music""}]",97,http://disney.go.com/disneypictures/princessandthefrog/,en,Released,,
The Martian,30-09-2015,7.6,7268,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",141,http://www.foxmovies.com/movies/the-martian,en,Released,,
The Island,20-07-2005,6.5,1770,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",136,http://www.theisland-themovie.com/,en,Released,,
Town & Country,27-04-2001,3.7,16,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",104,,en,Released,,
Gone in Sixty Seconds,09-06-2000,6.1,1485,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",118,,en,Released,,
Gladiator,01-05-2000,7.9,5439,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",155,,en,Released,,
Minority Report,20-06-2002,7.1,2608,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",145,,en,Released,,
Harry Potter and the Chamber of Secrets,13-11-2002,7.4,5815,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",161,,en,Released,,
Casino Royale,14-11-2006,7.3,3855,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",144,http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006),en,Released,,
Planet of the Apes,25-07-2001,5.6,1243,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",119,,en,Released,,
Terminator 2: Judgment Day,01-07-1991,7.7,4185,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",137,,en,Released,,
Public Enemies,01-07-2009,6.5,1344,,"[{""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",140,http://www.publicenemies.net/,en,Released,,
American Gangster,02-11-2007,7.4,1502,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",157,http://www.americangangster.net/,en,Released,,
True Lies,14-07-1994,6.8,1116,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",141,,en,Released,,
The Taking of Pelham 1 2 3,11-06-2009,6.2,954,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",106,http://www.sonypictures.com/movies/thetakingofpelham123/,en,Released,,
Little Fockers,21-12-2010,5.4,1060,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",98,http://www.littlefockers.net/,en,Released,,
The Other Guys,06-08-2010,6.1,1383,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",107,http://www.theotherguys-movie.com/,en,Released,,
Eraser,21-06-1996,5.6,543,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",115,http://www.warnerbros.com/eraser,en,Released,,
Django Unchained,25-12-2012,7.8,10099,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",165,http://unchainedmovie.com/,en,Released,,
The Hunchback of Notre Dame,21-06-1996,6.8,1129,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",91,,en,Released,,
The Emperor's New Groove,09-12-2000,7.2,1490,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",78,,en,Released,,
The Expendables 2,08-08-2012,6.1,2896,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",103,http://theexpendables2film.com/,en,Released,,
National Treasure,19-11-2004,6.4,1926,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",131,,en,Released,,
Eragon,14-12-2006,4.9,967,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",104,http://www.eragonmovie.com/,en,Released,,
Where the Wild Things Are,16-10-2009,6.4,572,,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",101,http://wherethewildthingsare.warnerbros.com/,en,Released,,
Epic,15-05-2013,6.4,1121,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",102,,en,Released,,
The Tourist,08-12-2010,6,1699,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",103,http://thetourist-movie.com/,en,Released,,
End of Days,24-11-1999,5.5,482,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",121,http://www.end-of-days.com/,en,Released,,
Blood Diamond,07-12-2006,7.3,2281,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",143,,en,Released,,
The Wolf of Wall Street,25-12-2013,7.9,6571,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",180,http://www.thewolfofwallstreet.com/,en,Released,,
Batman Forever,31-05-1995,5.2,1498,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",121,,en,Released,,
Starship Troopers,06-11-1997,6.7,1560,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",129,,en,Released,,
Cloud Atlas,26-10-2012,6.6,2977,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",172,http://cloudatlas.warnerbros.com/,en,Released,,
Legend of the Guardians: The Owls of Ga'Hoole,10-07-2010,6.5,703,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",97,http://legendoftheguardians.warnerbros.com/,en,Released,,
Catwoman,22-07-2004,4.2,808,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",104,,en,Released,,
Hercules,23-07-2014,5.6,1680,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",99,,en,Released,,
Treasure Planet,26-11-2002,7.2,948,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",95,,en,Released,,
Land of the Lost,05-06-2009,5.3,381,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",102,,en,Released,,
The Expendables 3,04-08-2014,6.1,1795,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",127,http://theexpendables3film.com/,en,Released,,
Point Break,03-12-2015,5.5,783,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",114,https://www.facebook.com/PointBreakMovie,en,Released,,
Son of the Mask,18-02-2005,3.6,338,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",94,,en,Released,,
In the Heart of the Sea,20-11-2015,6.5,1276,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",122,http://www.intheheartoftheseamovie.com/,en,Released,,
The Adventures of Pluto Nash,15-08-2002,4.4,142,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",95,,en,Released,,
Green Zone,11-03-2010,6.4,717,,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",115,http://www.greenzonemovie.com/,en,Released,,
The Peanuts Movie,05-11-2015,6.5,604,,"[{""id"": 16, ""name"": ""Animation""}]",88,http://www.peanutsmovie.com/,en,Released,,
The Spanish Prisoner,08-09-1997,7.1,73,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",110,,en,Released,,
The Mummy Returns,28-04-2001,6,2206,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",130,,en,Released,,
Gangs of New York,14-12-2002,7.1,1910,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}]",167,http://video.movies.go.com/gangsofnewyork/,en,Released,,
The Flowers of War,15-12-2011,7.1,187,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",145,http://www.theflowersofwarmovie.com/,zh,Released,,
Surf's Up,08-06-2007,5.9,601,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",85,http://www.sonypictures.com/homevideo/surfsup/,en,Released,,
The Stepford Wives,10-06-2004,5.4,334,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",93,,en,Released,,
Black Hawk Down,28-12-2001,7.2,1811,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",144,,en,Released,,
The Campaign,09-08-2012,5.6,578,,"[{""id"": 35, ""name"": ""Comedy""}]",85,,en,Released,,
The Fifth Element,07-05-1997,7.3,3885,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",126,,en,Released,,
Sex and the City 2,26-05-2010,5.4,426,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",146,http://www.sexandthecitymovie.com/,en,Released,,
The Road to El Dorado,31-03-2000,7,858,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",89,,en,Released,,
Ice Age: Continental Drift,26-06-2012,6.2,2672,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",88,http://www.iceagemovies.com/films/ice-age-continental-drift,en,Released,,
Cinderella,12-03-2015,6.7,2374,,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",105,http://movies.disney.com/cinderella,en,Released,,
The Lovely Bones,26-12-2009,6.6,1065,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",136,http://www.lovelybones.com,en,Released,,
Finding Nemo,30-05-2003,7.6,6122,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",100,http://movies.disney.com/finding-nemo,en,Released,,
The Lord of the Rings: The Return of the King,01-12-2003,8.1,8064,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",201,http://www.lordoftherings.net,en,Released,,
The Lord of the Rings: The Two Towers,18-12-2002,8,7487,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",179,http://www.lordoftherings.net/,en,Released,,
Seventh Son,12-12-2014,5.2,957,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",102,http://www.seventhsonmovie.com/,en,Released,,
Lara Croft: Tomb Raider,11-06-2001,5.7,2192,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",100,,en,Released,,
Transcendence,16-04-2014,5.9,2295,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",119,,en,Released,,
Jurassic Park III,18-07-2001,5.7,2077,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",92,,en,Released,,
Rise of the Planet of the Apes,03-08-2011,7,4347,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",105,http://www.apeswillrise.com/,en,Released,,
The Spiderwick Chronicles,14-02-2008,6.3,572,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",95,,en,Released,,
A Good Day to Die Hard,06-02-2013,5.2,3493,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",98,http://www.diehardmovie.com/,en,Released,,
The Alamo,07-04-2004,5.8,106,,"[{""id"": 37, ""name"": ""Western""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",137,,en,Released,,
The Incredibles,05-11-2004,7.4,5152,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",115,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,en,Released,,
Cutthroat Island,22-12-1995,5.7,136,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",119,,en,Released,,
Percy Jackson & the Olympians: The Lightning Thief,01-02-2010,6,2010,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",118,,en,Released,,
Men in Black,02-07-1997,6.9,4412,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",98,http://www.sonypictures.com/homevideo/meninblack/,en,Released,,
Toy Story 2,30-10-1999,7.3,3806,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",92,http://toystory.disney.com/toy-story-2,en,Released,,
Unstoppable,04-11-2010,6.3,1165,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",98,,en,Released,,
Rush Hour 2,03-08-2001,6.4,1054,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",90,,en,Released,,
What Lies Beneath,21-07-2000,6.3,488,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",130,,en,Released,,
Cloudy with a Chance of Meatballs,17-09-2009,6.5,1747,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",90,http://www.cloudywithachanceofmeatballs.com/,en,Released,,
